grid_id,class,percent_Q12024,percent_Q22024,change_pct
83,5,0.0,59.0,59.0
83,6,0.0,0.0,0.0
83,7,0.0,0.0,0.0
83,8,0.0,0.0,0.0
84,0,0.0,0.0,0.0
84,1,100.0,59.756097560975604,-40.243902439024396
84,2,0.0,0.0,0.0
84,3,0.0,0.0,0.0
84,4,0.0,0.0,0.0
84,5,0.0,40.243902439024396,40.243902439024396
84,6,0.0,0.0,0.0
84,7,0.0,0.0,0.0
84,8,0.0,0.0,0.0
85,0,0.0,0.0,0.0
85,1,100.0,100.0,0.0
85,2,0.0,0.0,0.0
85,3,0.0,0.0,0.0
85,4,0.0,0.0,0.0
85,5,0.0,0.0,0.0
85,6,0.0,0.0,0.0
85,7,0.0,0.0,0.0
85,8,0.0,0.0,0.0
86,0,0.0,0.0,0.0
86,1,100.0,100.0,0.0
86,2,0.0,0.0,0.0
86,3,0.0,0.0,0.0
86,4,0.0,0.0,0.0
86,5,0.0,0.0,0.0
86,6,0.0,0.0,0.0
86,7,0.0,0.0,0.0
86,8,0.0,0.0,0.0
87,0,0.0,0.0,0.0
87,1,96.55172413793103,91.95402298850574,-4.597701149425291
87,2,0.0,0.0,0.0
87,3,0.0,0.0,0.0
87,4,0.0,0.0,0.0
87,5,3.4482758620689653,8.045977011494253,4.597701149425288
87,6,0.0,0.0,0.0
87,7,0.0,0.0,0.0
87,8,0.0,0.0,0.0
88,0,0.0,0.0,0.0
88,1,99.0,99.0,0.0
88,2,0.0,0.0,0.0
88,3,0.0,0.0,0.0
88,4,0.0,0.0,0.0
88,5,1.0,1.0,0.0
88,6,0.0,0.0,0.0
88,7,0.0,0.0,0.0
88,8,0.0,0.0,0.0
89,0,0.0,0.0,0.0
89,1,100.0,100.0,0.0
89,2,0.0,0.0,0.0
89,3,0.0,0.0,0.0
89,4,0.0,0.0,0.0
89,5,0.0,0.0,0.0
89,6,0.0,0.0,0.0
89,7,0.0,0.0,0.0
89,8,0.0,0.0,0.0
90,0,0.0,0.0,0.0
90,1,100.0,100.0,0.0
90,2,0.0,0.0,0.0
90,3,0.0,0.0,0.0
90,4,0.0,0.0,0.0
90,5,0.0,0.0,0.0
90,6,0.0,0.0,0.0
90,7,0.0,0.0,0.0
90,8,0.0,0.0,0.0
91,0,0.0,0.0,0.0
91,1,100.0,100.0,0.0
91,2,0.0,0.0,0.0
91,3,0.0,0.0,0.0
91,4,0.0,0.0,0.0
91,5,0.0,0.0,0.0
91,6,0.0,0.0,0.0
91,7,0.0,0.0,0.0
91,8,0.0,0.0,0.0
92,0,0.0,0.0,0.0
92,1,100.0,100.0,0.0
92,2,0.0,0.0,0.0
92,3,0.0,0.0,0.0
92,4,0.0,0.0,0.0
92,5,0.0,0.0,0.0
92,6,0.0,0.0,0.0
92,7,0.0,0.0,0.0
92,8,0.0,0.0,0.0
93,0,0.0,0.0,0.0
93,1,100.0,100.0,0.0
93,2,0.0,0.0,0.0
